frame,t,px,py,pz,qw,qx,qy,qz,jaw_open
84,21.21122,0.01889566,0.02360783,0,1, 0, 0, 0,1
85,21.23472,0.01889566,0.02360783,0,1, 0, 0, 0,1
86,21.25865,0.01889566,0.02360783,0,1, 0, 0, 0,1
87,21.28198,0.01889566,0.02360783,0,1, 0, 0, 0,1
88,21.30645,0.01889566,0.02360783,0,1, 0, 0, 0,1
89,21.33161,0.01889566,0.02360783,0,1, 0, 0, 0,1
90,21.3777,0.01889566,0.02360783,0,1, 0, 0, 0,1
91,21.41677,0.01889566,0.02360783,0,1, 0, 0, 0,1
92,21.44383,0.01889566,0.02360783,0,1, 0, 0, 0,1
93,21.46817,0.01889566,0.02360783,0,1, 0, 0, 0,1
94,21.49298,0.01889566,0.02360783,0,1, 0, 0, 0,1
95,21.51624,0.01889566,0.02360783,0,1, 0, 0, 0,1
96,21.54062,0.01889566,0.02360783,0,1, 0, 0, 0,1
97,21.56518,0.01889566,0.02360783,0,1, 0, 0, 0,1
98,21.58947,0.01889566,0.02360783,0,1, 0, 0, 0,1
99,21.61474,0.01889566,0.02360783,0,1, 0, 0, 0,1
100,21.64182,0.01889566,0.02360783,0,1, 0, 0, 0,1
101,21.66885,0.01889566,0.02360783,0,1, 0, 0, 0,1
102,21.69361,0.01889566,0.02360783,0,1, 0, 0, 0,1
103,21.71775,0.01889566,0.02360783,0,1, 0, 0, 0,1
104,21.74156,0.01889566,0.02360783,0,1, 0, 0, 0,1
105,21.76497,0.01889566,0.02360783,0,1, 0, 0, 0,1
106,21.78829,0.01889566,0.02360783,0,1, 0, 0, 0,1
107,21.81313,0.01889566,0.02360783,0,1, 0, 0, 0,1
108,21.83728,0.01889566,0.02360783,0,1, 0, 0, 0,1
109,21.86013,0.01889566,0.02360783,0,1, 0, 0, 0,1
110,21.88533,0.01889566,0.02360783,0,1, 0, 0, 0,1
111,21.90861,0.01889566,0.02360783,0,1, 0, 0, 0,1
112,21.937,0.01889566,0.02360783,0,1, 0, 0, 0,1
113,21.96092,0.01889566,0.02360783,0,1, 0, 0, 0,1
114,21.98533,0.01889566,0.02360783,0,1, 0, 0, 0,1
115,22.00985,0.01889566,0.02360783,0,1, 0, 0, 0,1
116,22.03933,0.01889566,0.02360783,0,1, 0, 0, 0,1
117,22.06245,0.01889566,0.02360783,0,1, 0, 0, 0,1
118,22.08725,0.01889566,0.02360783,0,1, 0, 0, 0,1
119,22.11057,0.01889566,0.02360783,0,1, 0, 0, 0,1
120,22.13827,0.01889566,0.02360783,0,1, 0, 0, 0,1
121,22.16153,0.01889566,0.02360783,0,1, 0, 0, 0,1
122,22.18985,0.01889566,0.02360783,0,1, 0, 0, 0,1
123,22.21436,0.01889566,0.02360783,0,1, 0, 0, 0,1
124,22.23672,0.01889566,0.02360783,0,1, 0, 0, 0,1
125,22.26283,0.01889566,0.02360783,0,1, 0, 0, 0,1
126,22.29002,0.01889566,0.02360783,0,1, 0, 0, 0,1
127,22.31525,0.01889566,0.02360783,0,1, 0, 0, 0,1
128,22.33735,0.01889566,0.02360783,0,1, 0, 0, 0,1
129,22.36072,0.01889566,0.02360783,0,1, 0, 0, 0,1
130,22.38596,0.01889566,0.02360783,0,1, 0, 0, 0,1
131,22.41044,0.01889566,0.02360783,0,1, 0, 0, 0,1
132,22.43322,0.01889566,0.02360783,0,1, 0, 0, 0,1
133,22.45563,0.01889566,0.02360783,0,1, 0, 0, 0,1
134,22.47823,0.01889566,0.02360783,0,1, 0, 0, 0,1
135,22.50266,0.01889566,0.02360783,0,1, 0, 0, 0,1
136,22.52582,0.01889566,0.02360783,0,1, 0, 0, 0,1
137,22.54885,0.01889566,0.02360783,0,1, 0, 0, 0,1
138,22.57146,0.01889566,0.02360783,0,1, 0, 0, 0,1
139,22.59689,0.01889566,0.02360783,0,1, 0, 0, 0,1
140,22.61934,0.01889566,0.02360783,0,1, 0, 0, 0,1
141,22.6435,0.01889566,0.02360783,0,1, 0, 0, 0,1
142,22.66813,0.01889566,0.02360783,0,1, 0, 0, 0,1
143,22.6912,0.01889566,0.02360783,0,1, 0, 0, 0,1
144,22.71411,0.01889566,0.02360783,0,1, 0, 0, 0,1
145,22.73806,0.01889566,0.02360783,0,1, 0, 0, 0,1
146,22.76446,0.01889566,0.02360783,0,1, 0, 0, 0,1
147,22.79366,0.01889566,0.02360783,0,1, 0, 0, 0,1
148,22.82071,0.01889566,0.02360783,0,1, 0, 0, 0,1
149,22.85384,0.01889566,0.02360783,0,1, 0, 0, 0,1
150,22.89092,0.01889566,0.02360783,0,1, 0, 0, 0,1
151,22.93225,0.01889566,0.02360783,0,1, 0, 0, 0,1
152,22.95569,0.01889566,0.02360783,0,1, 0, 0, 0,1
153,22.97819,0.01889566,0.02360783,0,1, 0, 0, 0,1
154,23.00021,0.01889566,0.02360783,0,1, 0, 0, 0,1
155,23.02432,0.01889566,0.02360783,0,1, 0, 0, 0,1
156,23.0477,0.01889566,0.02360783,0,1, 0, 0, 0,1
157,23.07057,0.01889566,0.02360783,0,1, 0, 0, 0,1
158,23.09418,0.01889566,0.02360783,0,1, 0, 0, 0,1
159,23.11819,0.01889566,0.02360783,0,1, 0, 0, 0,1
160,23.14175,0.01889566,0.02360783,0,1, 0, 0, 0,1
161,23.16849,0.01889566,0.02360783,0,1, 0, 0, 0,1
162,23.19703,0.01889566,0.02360783,0,1, 0, 0, 0,1
163,23.22082,0.01889566,0.02360783,0,1, 0, 0, 0,1
164,23.24833,0.01889566,0.02360783,0,1, 0, 0, 0,1
165,23.27143,0.01889566,0.02360783,0,1, 0, 0, 0,1
166,23.2945,0.01889566,0.02360783,0,1, 0, 0, 0,1
167,23.31841,0.01889566,0.02360783,0,1, 0, 0, 0,1
168,23.34471,0.01889566,0.02360783,0,1, 0, 0, 0,1
169,23.37087,0.01889566,0.02360783,0,1, 0, 0, 0,1
170,23.39364,0.01889566,0.02360783,0,1, 0, 0, 0,1
171,23.41812,0.01889566,0.02360783,0,1, 0, 0, 0,1
172,23.48726,0.01889566,0.02360783,0,1, 0, 0, 0,0
173,23.51738,0.01889566,0.02360783,0,1, 0, 0, 0,0
174,23.54526,0.01889566,0.02360783,0,1, 0, 0, 0,0
175,23.57963,0.01889566,0.02360783,0,1, 0, 0, 0,0
176,23.60862,0.01889566,0.02360783,0,1, 0, 0, 0,0
177,23.63597,0.01889566,0.02360783,0,1, 0, 0, 0,0
178,23.6636,0.01889566,0.02360783,0,1, 0, 0, 0,0
179,23.70255,0.01889566,0.02360783,0,1, 0, 0, 0,0
180,23.72842,0.01889566,0.02360783,0,1, 0, 0, 0,0
181,23.75406,0.01889566,0.02360783,0,1, 0, 0, 0,0
182,23.77755,0.01889566,0.02360783,0,1, 0, 0, 0,0
183,23.80125,0.01889566,0.02360783,0,1, 0, 0, 0,0
184,23.82531,0.01889566,0.02360783,0,1, 0, 0, 0,0
185,23.85283,0.01889566,0.02360783,0,1, 0, 0, 0,0
186,23.87789,0.01889566,0.02360783,0,1, 0, 0, 0,0
187,23.90041,0.01889566,0.02360783,0,1, 0, 0, 0,0
188,23.92475,0.01889566,0.02360783,0,1, 0, 0, 0,0
189,23.94922,0.01889566,0.02360783,0,1, 0, 0, 0,0
190,23.97293,0.01889566,0.02360783,0,1, 0, 0, 0,0
191,23.9961,0.01889566,0.02360783,0,1, 0, 0, 0,0
192,24.01951,0.01889566,0.02360783,0,1, 0, 0, 0,0
193,24.04298,0.01889566,0.02360783,0,1, 0, 0, 0,0
194,24.06693,0.01889566,0.02360783,0,1, 0, 0, 0,0
195,24.09026,0.01889566,0.02360783,0,1, 0, 0, 0,0
196,24.1144,0.01889566,0.02360783,0,1, 0, 0, 0,0
197,24.13871,0.01889566,0.02360783,0,1, 0, 0, 0,0
198,24.16268,0.01889566,0.02360783,0,1, 0, 0, 0,0
199,24.1867,0.01889566,0.02360783,0,1, 0, 0, 0,0
200,24.20975,0.01889566,0.02360783,0,1, 0, 0, 0,0
201,24.23314,0.01889566,0.02360783,0,1, 0, 0, 0,0
202,24.26025,0.01889566,0.02360783,0,1, 0, 0, 0,0
203,24.29935,0.01889566,0.02360783,0,1, 0, 0, 0,0
204,24.32422,0.01889566,0.02360783,0,1, 0, 0, 0,0
205,24.34764,0.01889566,0.02360783,0,1, 0, 0, 0,0
206,24.37059,0.01889566,0.02360783,0,1, 0, 0, 0,0
207,24.39572,0.01889566,0.02360783,0,1, 0, 0, 0,0
208,24.41931,0.01889566,0.02360783,0,1, 0, 0, 0,0
209,24.44392,0.01889566,0.02360783,0,1, 0, 0, 0,0
210,24.46719,0.01889566,0.02360783,0,1, 0, 0, 0,0
211,24.4924,0.01889566,0.02360783,0,1, 0, 0, 0,0
212,24.52339,0.01889566,0.02360783,0.002520919,1, 0, 0, 0,0
213,24.55192,0.01889566,0.02360783,0.005620241,1, 0, 0, 0,0
214,24.57945,0.01889566,0.02360783,0.008473039,1, 0, 0, 0,0
215,24.60695,0.01889566,0.02360783,0.01122606,1, 0, 0, 0,0
216,24.6333,0.01889566,0.02360783,0.0139761,1, 0, 0, 0,0
217,24.65978,0.01889566,0.02360783,0.0166111,1, 0, 0, 0,0
218,24.68508,0.01889566,0.02360783,0.01925886,1, 0, 0, 0,0
219,24.71055,0.01889566,0.02360783,0.0217886,1, 0, 0, 0,0
220,24.73654,0.01889566,0.02360783,0.0243361,1, 0, 0, 0,0
221,24.76299,0.01889566,0.02360783,0.02693486,1, 0, 0, 0,0
222,24.78934,0.01889566,0.02360783,0.02958024,1, 0, 0, 0,0
223,24.81534,0.01889566,0.02360783,0.03221512,1, 0, 0, 0,0
224,24.84019,0.01889566,0.02360783,0.03481507,1, 0, 0, 0,0
225,24.86658,0.01889566,0.02360783,0.03729951,1, 0, 0, 0,0
226,24.8924,0.01889566,0.02360783,0.03993845,1, 0, 0, 0,0
227,24.92048,0.01889566,0.02360783,0.04252052,1, 0, 0, 0,0
228,24.94437,0.01889566,0.02360783,0.04532874,1, 0, 0, 0,0
229,24.96878,0.01889566,0.02360783,0.04771745,1, 0, 0, 0,0
230,24.99602,0.01889566,0.02360783,0.0501585,1, 0, 0, 0,0
231,25.02219,0.01889566,0.02360783,0.05288267,1, 0, 0, 0,0
232,25.05141,0.01889566,0.02360783,0.05549943,1, 0, 0, 0,0
233,25.07795,0.01889566,0.02360783,0.05842137,1, 0, 0, 0,0
234,25.10346,0.01889566,0.02360783,0.06107605,1, 0, 0, 0,0
235,25.13018,0.01889566,0.02360783,0.06362724,1, 0, 0, 0,0
236,25.15864,0.01889566,0.02360783,0.06629872,1, 0, 0, 0,0
237,25.18417,0.01889566,0.02360783,0.06914508,1, 0, 0, 0,0
238,25.21058,0.01889566,0.02360783,0.07169807,1, 0, 0, 0,0
239,25.235,0.01889566,0.02360783,0.07433903,1, 0, 0, 0,0
240,25.26665,0.01889566,0.02360783,0.07678056,1, 0, 0, 0,0
241,25.29665,0.01889566,0.02360783,0.07994556,1, 0, 0, 0,0
242,25.33042,0.01889566,0.02360783,0.08294582,1, 0, 0, 0,0
243,25.37046,0.01889566,0.02360783,0.0863229,1, 0, 0, 0,0
244,25.41546,0.01889566,0.02360783,0.09032679,1, 0, 0, 0,0
245,25.44217,0.01889566,0.02360783,0.09482658,1, 0, 0, 0,0
246,25.46936,0.01889566,0.02360783,0.09749794,1, 0, 0, 0,0
247,25.50021,0.01889566,0.02360783,0.1002171,1, 0, 0, 0,0
248,25.52586,0.01889566,0.02360783,0.1033018,1, 0, 0, 0,0
249,25.5521,0.01889566,0.02360783,0.1058669,1, 0, 0, 0,0
250,25.57952,0.01889566,0.02360783,0.1084901,1, 0, 0, 0,0
251,25.60593,0.01889566,0.02360783,0.1112323,1, 0, 0, 0,0
252,25.63255,0.01889566,0.02360783,0.1138732,1, 0, 0, 0,0
253,25.65639,0.01889566,0.02360783,0.1165359,1, 0, 0, 0,0
254,25.68444,0.01889566,0.02360783,0.1189198,1, 0, 0, 0,0
255,25.71,0.01889566,0.02360783,0.1217246,1, 0, 0, 0,0
256,25.73613,0.01889566,0.02360783,0.1242812,1, 0, 0, 0,0
257,25.7615,0.01889566,0.02360783,0.1268934,1, 0, 0, 0,0
258,25.78682,0.01889566,0.02360783,0.1294309,1, 0, 0, 0,0
259,25.81322,0.01889566,0.02360783,0.1319625,1, 0, 0, 0,0
260,25.84084,0.01889566,0.02360783,0.1346029,1, 0, 0, 0,0
261,25.8654,0.01889566,0.02360783,0.1373646,1, 0, 0, 0,0
262,25.89308,0.01889566,0.02360783,0.1398211,1, 0, 0, 0,0
263,25.9193,0.01889566,0.02360783,0.1425889,1, 0, 0, 0,0
264,25.94514,0.01889566,0.02360783,0.1452101,1, 0, 0, 0,0
265,25.97665,0.01889566,0.02360783,0.147794,1, 0, 0, 0,0
266,26.00518,0.01889566,0.02360783,0.1509453,1, 0, 0, 0,0
267,26.03173,0.01889566,0.02360783,0.1537982,1, 0, 0, 0,0
268,26.06082,0.01889566,0.02360783,0.1564538,1, 0, 0, 0,0
269,26.0905,0.01889566,0.02360783,0.1593626,1, 0, 0, 0,0
270,26.12246,0.01889566,0.02360783,0.1623303,1, 0, 0, 0,0
271,26.15955,0.01889566,0.02360783,0.1655269,1, 0, 0, 0,0
272,26.18782,0.01889566,0.02360783,0.1692361,1, 0, 0, 0,0
273,26.21883,0.01889566,0.02360783,0.1720631,1, 0, 0, 0,0
274,26.2497,0.01889566,0.02360783,0.1751631,1, 0, 0, 0,0
275,26.27612,0.01889566,0.02360783,0.1782507,1, 0, 0, 0,0
276,26.30442,0.01889566,0.02360783,0.1808922,1, 0, 0, 0,0
277,26.33094,0.01889566,0.02360783,0.183723,1, 0, 0, 0,0
278,26.36037,0.01889566,0.02360783,0.1863745,1, 0, 0, 0,0
279,26.38636,0.01889566,0.02360783,0.1893179,1, 0, 0, 0,0
280,26.41324,0.01889566,0.02360783,0.1919167,1, 0, 0, 0,0
281,26.43811,0.01889566,0.02360783,0.1946045,1, 0, 0, 0,0
282,26.46346,0.01889566,0.02360783,0.1970913,1, 0, 0, 0,0
283,26.49143,0.01889566,0.02360783,0.1996264,1, 0, 0, 0,0
284,26.51828,0.01889566,0.02360783,0.2024235,1, 0, 0, 0,0
285,26.54305,0.01889566,0.02360783,0.2051082,1, 0, 0, 0,0
286,26.56835,0.01889566,0.02360783,0.2075856,1, 0, 0, 0,0
287,26.59351,0.01889566,0.02360783,0.2101154,1, 0, 0, 0,0
288,26.61893,0.01889566,0.02360783,0.2126321,1, 0, 0, 0,0
289,26.64388,0.01889566,0.02360783,0.2151742,1, 0, 0, 0,0
290,26.66988,0.01889566,0.02360783,0.2176691,1, 0, 0, 0,0
291,26.69659,0.01889566,0.02360783,0.2202687,1, 0, 0, 0,0
292,26.72268,0.01889566,0.02360783,0.22294,1, 0, 0, 0,0
293,26.74823,0.01889566,0.02545277,0.2247849,1, 0, 0, 0,0
294,26.77321,0.01889566,0.02725914,0.2265912,1, 0, 0, 0,0
295,26.79833,0.01889566,0.02975693,0.2265912,1, 0, 0, 0,0
296,26.82228,0.01889566,0.03226952,0.2265912,1, 0, 0, 0,0
297,26.8464,0.01889566,0.03466445,0.2265912,1, 0, 0, 0,0
298,26.87359,0.01889566,0.03707614,0.2265912,1, 0, 0, 0,0
299,26.89806,0.01889566,0.0397955,0.2265912,1, 0, 0, 0,0
300,26.92236,0.01889566,0.04224215,0.2265912,1, 0, 0, 0,0
301,26.94683,0.01889566,0.04467199,0.2265912,1, 0, 0, 0,0
302,26.97306,0.01889566,0.04711903,0.2265912,1, 0, 0, 0,0
303,26.997,0.01889566,0.04974195,0.2265912,1, 0, 0, 0,0
304,27.021,0.01889566,0.05213628,0.2265912,1, 0, 0, 0,0
305,27.04489,0.01889566,0.05453651,0.2265912,1, 0, 0, 0,0
306,27.06866,0.01889566,0.05692497,0.2265912,1, 0, 0, 0,0
307,27.09367,0.01889566,0.05930196,0.2265912,1, 0, 0, 0,0
308,27.1196,0.01889566,0.06180281,0.2265912,1, 0, 0, 0,0
309,27.14572,0.01889566,0.06439621,0.2265912,1, 0, 0, 0,0
310,27.17168,0.01889566,0.06700783,0.2265912,1, 0, 0, 0,0
311,27.1966,0.01889566,0.06960417,0.2265912,1, 0, 0, 0,0
312,27.22223,0.01889566,0.07209577,0.2265912,1, 0, 0, 0,0
313,27.25094,0.01889566,0.0746588,0.2265912,1, 0, 0, 0,0
314,27.27657,0.01889566,0.07752996,0.2265912,1, 0, 0, 0,0
315,27.30317,0.01889566,0.08009345,0.2265912,1, 0, 0, 0,0
316,27.33011,0.01889566,0.08275271,0.2265912,1, 0, 0, 0,0
317,27.35551,0.01889566,0.08544733,0.2265912,1, 0, 0, 0,0
318,27.3817,0.01889566,0.08798698,0.2265912,1, 0, 0, 0,0
319,27.40726,0.01889566,0.09060587,0.2265912,1, 0, 0, 0,0
320,27.43307,0.01889566,0.09316241,0.2265912,1, 0, 0, 0,0
321,27.45778,0.01889566,0.095743,0.2265912,1, 0, 0, 0,0
322,27.48404,0.01889566,0.09821368,0.2265912,1, 0, 0, 0,0
323,27.52462,0.01889566,0.10084,0.2265912,1, 0, 0, 0,0
324,27.56272,0.01889566,0.1048985,0.2265912,1, 0, 0, 0,0
325,27.58588,0.01889566,0.1087079,0.2265912,1, 0, 0, 0,0
326,27.61207,0.01889566,0.1110243,0.2265912,1, 0, 0, 0,0
327,27.63669,0.01889566,0.1136435,0.2265912,1, 0, 0, 0,0
328,27.66349,0.01889566,0.116105,0.2265912,1, 0, 0, 0,0
329,27.68905,0.01889566,0.1187849,0.2265912,1, 0, 0, 0,0
330,27.7144,0.01889566,0.1213411,0.2265912,1, 0, 0, 0,0
331,27.73905,0.01889566,0.123876,0.2265912,1, 0, 0, 0,0
332,27.77481,0.01889566,0.1263412,0.2265912,1, 0, 0, 0,0
333,27.80407,0.01889566,0.1299168,0.2265912,1, 0, 0, 0,0
334,27.83447,0.01889566,0.1328436,0.2265912,1, 0, 0, 0,0
335,27.87402,0.01889566,0.1358827,0.2265912,1, 0, 0, 0,0
336,27.91832,0.01889566,0.139838,0.2265912,1, 0, 0, 0,0
337,27.94411,0.01889566,0.1442685,0.2265912,1, 0, 0, 0,0
338,27.96988,0.01889566,0.1468469,0.2265912,1, 0, 0, 0,0
339,27.99693,0.01889566,0.1494242,0.2265912,1, 0, 0, 0,0
340,28.02248,0.01889566,0.1521295,0.2265912,1, 0, 0, 0,0
341,28.04769,0.01889566,0.1546844,0.2265912,1, 0, 0, 0,0
342,28.07406,0.01889566,0.1572052,0.2265912,1, 0, 0, 0,0
343,28.10013,0.01889566,0.1598425,0.2265912,1, 0, 0, 0,0
344,28.12589,0.01889566,0.1624497,0.2265912,1, 0, 0, 0,0
345,28.15173,0.01889566,0.1650249,0.2265912,1, 0, 0, 0,0
346,28.17781,0.01889566,0.1676093,0.2265912,1, 0, 0, 0,0
347,28.20735,0.01889566,0.1702172,0.2265912,1, 0, 0, 0,0
348,28.23558,0.01889566,0.1731716,0.2265912,1, 0, 0, 0,0
349,28.26083,0.01889566,0.1759946,0.2265912,1, 0, 0, 0,0
350,28.28746,0.01889566,0.1785188,0.2265912,1, 0, 0, 0,0
351,28.31437,0.01889566,0.181182,0.2265912,1, 0, 0, 0,0
352,28.34148,0.01889566,0.1838734,0.2265912,1, 0, 0, 0,0
353,28.36501,0.01889566,0.1865843,0.2265912,1, 0, 0, 0,0
354,28.3918,0.01889566,0.1889369,0.2265912,1, 0, 0, 0,0
355,28.41764,0.01889566,0.1916164,0.2265912,1, 0, 0, 0,0
356,28.44805,0.01889566,0.1942005,0.2265912,1, 0, 0, 0,0
357,28.47338,0.01889566,0.1972411,0.2265912,1, 0, 0, 0,0
358,28.50059,0.01889566,0.1997739,0.2265912,1, 0, 0, 0,0
359,28.52444,0.01889566,0.2024953,0.2265912,1, 0, 0, 0,0
360,28.55192,0.01889566,0.2048799,0.2265912,1, 0, 0, 0,0
361,28.57763,0.01889566,0.2076282,0.2265912,1, 0, 0, 0,0
362,28.60392,0.01889566,0.2101991,0.2265912,1, 0, 0, 0,0
363,28.63008,0.01889566,0.2128286,0.2265912,1, 0, 0, 0,0
364,28.65598,0.01889566,0.2154443,0.2265912,1, 0, 0, 0,0
365,28.68144,0.01889566,0.2180342,0.2265912,1, 0, 0, 0,0
366,28.71095,0.01889566,0.2205807,0.2265912,1, 0, 0, 0,0
367,28.7402,0.01889566,0.2235311,0.2265912,1, 0, 0, 0,0
368,28.76687,0.01889566,0.2264566,0.2265912,1, 0, 0, 0,0
369,28.79344,0.01889566,0.2291237,0.2265912,1, 0, 0, 0,0
370,28.81734,0.01889566,0.2317799,0.2265912,1, 0, 0, 0,0
371,28.84433,0.01889566,0.2341699,0.2265912,1, 0, 0, 0,0
372,28.86975,0.01889566,0.2368691,0.2265912,1, 0, 0, 0,0
373,28.89368,0.01889566,0.2394112,0.2265912,1, 0, 0, 0,0
374,28.91931,0.01889566,0.2418048,0.2265912,1, 0, 0, 0,0
375,28.94499,0.01889566,0.2443669,0.2265912,1, 0, 0, 0,0
376,28.97151,0.01889566,0.2469354,0.2265912,1, 0, 0, 0,0
377,28.99573,0.01889566,0.2495876,0.2265912,1, 0, 0, 0,0
378,29.02288,0.01889566,0.2520096,0.2265912,1, 0, 0, 0,0
379,29.0491,0.01889566,0.2547246,0.2265912,1, 0, 0, 0,0
380,29.07812,0.01889566,0.2573457,0.2265912,1, 0, 0, 0,0
381,29.10567,0.01889566,0.2602479,0.2265912,1, 0, 0, 0,0
382,29.13222,0.01889566,0.2630035,0.2265912,1, 0, 0, 0,0
383,29.15722,0.01889566,0.2656583,0.2265912,1, 0, 0, 0,0
384,29.18193,0.01889566,0.2681589,0.2265912,1, 0, 0, 0,0
385,29.20769,0.01889566,0.2706295,0.2265912,1, 0, 0, 0,0
386,29.23452,0.01889566,0.2732055,0.2265912,1, 0, 0, 0,0
387,29.26246,0.01889566,0.2758885,0.2265912,1, 0, 0, 0,0
388,29.28886,0.01889566,0.2786821,0.2265912,1, 0, 0, 0,0
