frame,t,hand,p_x,p_y,p_z,qw,qx,qy,qz,is_open,close_event,open_event,box_x,box_y,box_z,center_x,center_y,center_z,enable_squeeze,squeeze_amount,squeeze_alpha_step
717,19.07649,left,0.6675439,0.6732676,0.009608269,0.7376873,-0.2578503,0.3629009,0.5075762,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
717,19.07649,right,0.7503009,-0.03268395,0.08892727,0.5121857,0.3785678,-0.182503,0.7490294,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
718,19.09922,left,0.6665631,0.6704133,0.01410437,0.7408276,-0.248024,0.3544227,0.5138513,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
718,19.09922,right,0.7509025,-0.03397994,0.08808649,0.5118189,0.3777621,-0.1828345,0.7496058,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
719,19.12164,left,0.6644834,0.6654393,0.02198493,0.7456531,-0.2311512,0.3399624,0.5244008,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
719,19.12164,right,0.751602,-0.03583707,0.08721077,0.511052,0.3777986,-0.1838974,0.7498505,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
720,19.14347,left,0.6636347,0.6631227,0.02436876,0.7465996,-0.2266238,0.3357918,0.527707,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
720,19.14347,right,0.7519667,-0.03668968,0.08721292,0.5107535,0.3777486,-0.1834356,0.7501922,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
721,19.16587,left,0.6606869,0.6561149,0.03151679,0.7473202,-0.2166745,0.3263491,0.5367131,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
721,19.16587,right,0.7525156,-0.03910796,0.08714664,0.5105931,0.3772176,-0.182017,0.7509137,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
722,19.18794,left,0.659902,0.6543909,0.03371656,0.7476856,-0.2140749,0.3238766,0.5387412,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
722,19.18794,right,0.7528067,-0.03964357,0.08727288,0.5103834,0.3775082,-0.182159,0.7508758,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
723,19.2101,left,0.6584129,0.6505026,0.03851259,0.7489095,-0.2062823,0.3173919,0.5439159,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
723,19.2101,right,0.7536877,-0.0411707,0.08722484,0.5095804,0.3783057,-0.1820587,0.7510441,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
724,19.23234,left,0.6547308,0.6416559,0.04850316,0.7521593,-0.183874,0.2992072,0.5576036,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
724,19.23234,right,0.754256,-0.04315378,0.08720589,0.5087176,0.3787226,-0.1813639,0.7515868,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
725,19.25422,left,0.6534423,0.6380095,0.05197811,0.7528904,-0.1756369,0.2921501,0.5629885,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
725,19.25422,right,0.7551163,-0.04507174,0.08744967,0.5079253,0.3793924,-0.1805893,0.7519713,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
726,19.27601,left,0.6507037,0.6305633,0.0586648,0.754054,-0.1601424,0.2785577,0.5728548,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
726,19.27601,right,0.7558673,-0.04721658,0.08741212,0.5066786,0.3803211,-0.1801694,0.7524438,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
727,19.29742,left,0.6480228,0.6227025,0.06512475,0.7527737,-0.1496431,0.2703257,0.5812596,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
727,19.29742,right,0.7568961,-0.04971181,0.08724976,0.5048749,0.3802647,-0.1790876,0.7539415,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
728,19.31926,left,0.6456389,0.6148597,0.07039928,0.7502347,-0.1442018,0.2651935,0.5882398,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
728,19.31926,right,0.7580454,-0.05198963,0.08708251,0.5030269,0.3809248,-0.1786535,0.7549458,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
729,19.3421,left,0.642391,0.6052189,0.07464981,0.7474521,-0.1385473,0.256981,0.596725,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
729,19.3421,right,0.7591926,-0.05439733,0.0864594,0.5009706,0.3827884,-0.1795004,0.7551697,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
730,19.36471,left,0.6391366,0.5940077,0.0798403,0.7447636,-0.1280901,0.2460211,0.6069546,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
730,19.36471,right,0.76021,-0.05657317,0.08582997,0.4995488,0.3827661,-0.1793321,0.7561621,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
731,19.38568,left,0.636208,0.5821719,0.08715987,0.7417288,-0.1114457,0.2330088,0.618971,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
731,19.38568,right,0.7612977,-0.05862512,0.08557749,0.4982051,0.3833443,-0.1788285,0.7568747,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
732,19.40738,left,0.6331161,0.5698143,0.09366262,0.7379214,-0.09635806,0.2206289,0.6304841,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
732,19.40738,right,0.7623125,-0.0601299,0.08527899,0.4973899,0.3835095,-0.1778481,0.7575577,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
733,19.42844,left,0.6295528,0.5564879,0.09925616,0.7327969,-0.08549803,0.2114729,0.6410757,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
733,19.42844,right,0.7632035,-0.06195565,0.08512926,0.4965237,0.383986,-0.1772411,0.7580268,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
734,19.45052,left,0.626124,0.5429548,0.1050674,0.7264722,-0.07714848,0.2052189,0.6512845,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
734,19.45052,right,0.7641686,-0.06428988,0.08482897,0.4953084,0.3840675,-0.1765028,0.7589523,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
735,19.47185,left,0.6231185,0.5302892,0.1093822,0.7204908,-0.07377981,0.2020599,0.6592582,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
735,19.47185,right,0.7652459,-0.06665085,0.08439231,0.4932322,0.3849472,-0.176351,0.7598934,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
736,19.49326,left,0.6200858,0.5175747,0.1121951,0.7153064,-0.0713529,0.1973784,0.6665489,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
736,19.49326,right,0.7665396,-0.06894092,0.08434498,0.4913898,0.3856092,-0.1757259,0.7608956,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
737,19.51464,left,0.6170446,0.5033652,0.1150221,0.709013,-0.06724009,0.1911738,0.6754494,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
737,19.51464,right,0.7679377,-0.07104714,0.08503425,0.4903414,0.3861425,-0.174453,0.7615941,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
738,19.53542,left,0.6142244,0.4880584,0.1181102,0.7012866,-0.06316027,0.1863211,0.6851951,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
738,19.53542,right,0.7691655,-0.0729735,0.0858041,0.4895936,0.3869452,-0.172627,0.7620836,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
739,19.55701,left,0.6115711,0.4720837,0.1194866,0.6934197,-0.06024266,0.179307,0.6952618,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
739,19.55701,right,0.7705781,-0.07509543,0.08702683,0.4888307,0.3886685,-0.1707242,0.762125,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
740,19.57776,left,0.6093011,0.4560673,0.1216755,0.6847253,-0.05754045,0.1751489,0.705098,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
740,19.57776,right,0.7720038,-0.07724787,0.08794034,0.4875987,0.3894522,-0.1688763,0.7629255,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
741,19.59915,left,0.6072778,0.4406624,0.1240495,0.6764101,-0.05580069,0.1726143,0.7138348,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
741,19.59915,right,0.7735016,-0.0799792,0.08837366,0.4857143,0.3900996,-0.167467,0.7641065,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
742,19.62038,left,0.6063045,0.4330901,0.124329,0.6726778,-0.05510343,0.1700438,0.7180204,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
742,19.62038,right,0.7743666,-0.08156829,0.08849275,0.4844317,0.3908986,-0.1670198,0.7646102,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
743,19.6415,left,0.604848,0.418388,0.1252238,0.6654081,-0.05368797,0.1644322,0.7261624,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
743,19.6415,right,0.7762371,-0.08477075,0.08876669,0.4819204,0.3926394,-0.1663576,0.765449,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
744,19.66413,left,0.6034092,0.4039986,0.1260778,0.6583998,-0.05154483,0.1593385,0.7338011,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
744,19.66413,right,0.7782866,-0.08757581,0.08920956,0.4797018,0.3933983,-0.1649747,0.7667512,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
745,19.68655,left,0.6022091,0.3892598,0.126646,0.6511897,-0.04846814,0.1542749,0.7414864,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
745,19.68655,right,0.780549,-0.0905477,0.08974862,0.4779172,0.3941051,-0.1629226,0.7679405,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
746,19.70874,left,0.6013996,0.3741911,0.1280998,0.6425632,-0.04588553,0.1513108,0.7497414,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
746,19.70874,right,0.7823765,-0.09293039,0.09079242,0.4770711,0.3945106,-0.1604828,0.7687716,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
747,19.72997,left,0.600845,0.3591102,0.128879,0.6339737,-0.04287241,0.1469177,0.7580597,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
747,19.72997,right,0.7840142,-0.09518038,0.0913142,0.4760691,0.3946479,-0.1585603,0.7697207,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
748,19.75226,left,0.6007257,0.344836,0.1288346,0.6261379,-0.04025203,0.1414528,0.7657168,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
748,19.75226,right,0.7859042,-0.0975125,0.09183037,0.4748463,0.3950721,-0.1568395,0.7706104,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
749,19.77439,left,0.6010262,0.330939,0.1279041,0.618743,-0.0386462,0.136133,0.7727427,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
749,19.77439,right,0.7886146,-0.1004692,0.09162796,0.4729876,0.3954505,-0.1554725,0.7718355,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
750,19.79681,left,0.6012488,0.3177238,0.1267583,0.61218,-0.03907642,0.1319533,0.7786508,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
750,19.79681,right,0.7908253,-0.1032201,0.09127927,0.471068,0.3956445,-0.1548392,0.7730364,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
751,19.81954,left,0.6020967,0.3039733,0.1256926,0.6046123,-0.03822039,0.1276696,0.7852921,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
751,19.81954,right,0.792962,-0.1059278,0.09068632,0.4691231,0.395739,-0.1541113,0.7743151,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
752,19.84181,left,0.6038254,0.2884371,0.1245394,0.5949759,-0.03532824,0.1213885,0.7937383,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
752,19.84181,right,0.7949427,-0.1087578,0.0903275,0.4671037,0.3964045,-0.1537675,0.7752633,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
753,19.86404,left,0.6056792,0.2721535,0.1230619,0.5843914,-0.03317192,0.1156721,0.8025,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
753,19.86404,right,0.79702,-0.1118881,0.08950818,0.4650042,0.3964781,-0.1528721,0.7766635,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
754,19.88689,left,0.6079051,0.2574842,0.1222441,0.5751638,-0.03346642,0.1128227,0.8095293,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
754,19.88689,right,0.7984068,-0.1152867,0.08858359,0.4632099,0.3962599,-0.1523965,0.7779396,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
755,19.91063,left,0.611339,0.2383354,0.1197227,0.5636278,-0.03424361,0.107218,0.8183247,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
755,19.91063,right,0.8011385,-0.1190826,0.0872221,0.4601143,0.396632,-0.1521447,0.7796345,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
756,19.93541,left,0.6143298,0.2252259,0.1175003,0.5554462,-0.03384883,0.1021207,0.8245636,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
756,19.93541,right,0.803604,-0.1216474,0.08593464,0.4579596,0.3959223,-0.1517092,0.7813469,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
757,19.96121,left,0.6178268,0.2120045,0.1150179,0.5465184,-0.03376949,0.0972946,0.8310902,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
757,19.96121,right,0.8057829,-0.1243324,0.08510959,0.4557656,0.3964033,-0.1513548,0.7824538,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
758,19.98739,left,0.6205117,0.1988372,0.1130164,0.5376605,-0.03312798,0.09293748,0.8373687,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
758,19.98739,right,0.807282,-0.1274173,0.08421016,0.4534502,0.3970962,-0.1511858,0.7834797,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
759,20.01427,left,0.624022,0.182086,0.1093793,0.527782,-0.03308668,0.08641871,0.8443241,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
759,20.01427,right,0.8099228,-0.1316555,0.08313251,0.4497089,0.3986316,-0.1512164,0.7848493,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
760,20.04099,left,0.6269529,0.1711443,0.1064239,0.5211799,-0.03446071,0.08301477,0.8487006,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
760,20.04099,right,0.8118128,-0.1338945,0.08209026,0.4480327,0.3986806,-0.151192,0.7857872,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
761,20.06747,left,0.6308982,0.1558061,0.101132,0.5120377,-0.03553798,0.07593196,0.8548619,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
761,20.06747,right,0.8136466,-0.136817,0.08143198,0.4464633,0.3981174,-0.1501245,0.7871694,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
762,20.09399,left,0.6346366,0.1455698,0.09835219,0.5050125,-0.03480696,0.07206886,0.8593934,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
762,20.09399,right,0.815132,-0.1388179,0.08082616,0.4451164,0.3984438,-0.1497615,0.7878359,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
763,20.12046,left,0.637929,0.1362023,0.09498012,0.4990572,-0.03461043,0.06759935,0.8632349,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
763,20.12046,right,0.816626,-0.1408928,0.08030212,0.4436308,0.3989617,-0.149597,0.7884428,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
764,20.14684,left,0.6424195,0.1233768,0.0901612,0.4911026,-0.03600309,0.06250119,0.8681104,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
764,20.14684,right,0.8189357,-0.1439338,0.07957828,0.4412378,0.3999609,-0.1494705,0.7893029,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
765,20.17185,left,0.6450816,0.1148532,0.08641016,0.4860676,-0.03661967,0.05843829,0.8711959,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
765,20.17185,right,0.8195246,-0.1458456,0.07925057,0.4401925,0.4007006,-0.1492052,0.7895615,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
766,20.19613,left,0.6479629,0.1063109,0.08285308,0.4803542,-0.03717097,0.05450149,0.8745901,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
766,20.19613,right,0.8205059,-0.1475925,0.07914233,0.4392099,0.4008614,-0.148981,0.7900692,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
767,20.22066,left,0.6514284,0.09828071,0.07981563,0.4744472,-0.03725446,0.05086569,0.8780232,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
767,20.22066,right,0.8219327,-0.1488517,0.07869601,0.4382695,0.4012363,-0.1487445,0.7904457,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
768,20.24504,left,0.6562065,0.08622031,0.07469189,0.465884,-0.03727644,0.04458191,0.8829355,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
768,20.24504,right,0.8233122,-0.1514737,0.07823026,0.4363158,0.4022744,-0.148424,0.7910589,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
769,20.2701,left,0.6595523,0.07872756,0.07188749,0.4607852,-0.03741012,0.04186353,0.8857341,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
769,20.2701,right,0.8247204,-0.1528907,0.07779062,0.4355932,0.4022306,-0.1480156,0.7915558,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
770,20.29404,left,0.6620446,0.07212888,0.06892467,0.4572982,-0.03803308,0.03889812,0.8876479,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
770,20.29404,right,0.8256879,-0.1540524,0.07744539,0.435173,0.4022617,-0.1476632,0.7918369,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
771,20.31769,left,0.6642709,0.06549855,0.06529546,0.4532342,-0.03839553,0.0347326,0.8898866,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
771,20.31769,right,0.8262297,-0.1558243,0.07729554,0.4341912,0.4031421,-0.1476658,0.7919276,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
772,20.3422,left,0.6668235,0.05884312,0.06278396,0.4488513,-0.03915623,0.03232905,0.8921626,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
772,20.3422,right,0.8277821,-0.1579501,0.07669628,0.4316958,0.4040073,-0.1475988,0.7928629,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
773,20.36712,left,0.6696837,0.05048786,0.06043684,0.4444,-0.04057071,0.03100442,0.894372,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
773,20.36712,right,0.8296083,-0.1610734,0.07658267,0.4292614,0.4046373,-0.1472715,0.7939234,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
774,20.39113,left,0.6716764,0.04538845,0.05903542,0.4416239,-0.0409429,0.03014865,0.8957584,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
774,20.39113,right,0.8306776,-0.162448,0.0760783,0.4280946,0.4051675,-0.1475342,0.7942342,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
775,20.41631,left,0.6730376,0.04058142,0.05726779,0.4391153,-0.04104159,0.02777871,0.8970628,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
775,20.41631,right,0.8318689,-0.164381,0.07582974,0.4268657,0.4052082,-0.1470413,0.794966,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
776,20.44184,left,0.6745421,0.03580849,0.05503821,0.4370003,-0.04160468,0.02565104,0.8981324,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
776,20.44184,right,0.8331663,-0.1662461,0.07576764,0.4255418,0.4055949,-0.1466401,0.7955524,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
777,20.46882,left,0.6758193,0.02910315,0.05270886,0.4341802,-0.04339235,0.02381435,0.8994651,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
777,20.46882,right,0.8344704,-0.1685033,0.0749135,0.4244176,0.4057507,-0.1468668,0.7960315,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
778,20.50997,left,0.6776364,0.02095892,0.04941595,0.4308574,-0.04482641,0.0216092,0.9010469,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
778,20.50997,right,0.8367786,-0.1713106,0.07425416,0.4235377,0.4049433,-0.1460206,0.7970663,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
779,20.55648,left,0.6783395,0.015442,0.04515827,0.4306212,-0.04996331,0.02003516,0.900926,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
779,20.55648,right,0.8382586,-0.1738382,0.07322061,0.4221533,0.4047795,-0.1463948,0.797815,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
780,20.60754,left,0.6781097,0.01065178,0.04262364,0.4303342,-0.04810283,0.01808537,0.9012057,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
780,20.60754,right,0.8395814,-0.1768402,0.07302034,0.4206951,0.4047038,-0.1458906,0.7987155,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
781,20.65686,left,0.6785289,0.005643293,0.0402112,0.430365,-0.0508736,0.01814788,0.9010375,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
781,20.65686,right,0.8411276,-0.1794651,0.07359457,0.420602,0.4046517,-0.144505,0.7990427,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
782,20.71271,left,0.6786562,0.001250103,0.03860724,0.4297153,-0.04854102,0.01790901,0.9014809,0,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
782,20.71271,right,0.8429059,-0.1827815,0.07436872,0.4192814,0.4076374,-0.1444245,0.7982333,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
783,20.77835,left,0.6775565,0.003584132,0.03847647,0.438166,-0.04930674,0.01733055,0.8973734,1,0,1,0.05,0.05,0.05,0,0,0,1,0.5,0.1
783,20.77835,right,0.8439215,-0.1853326,0.07541037,0.4204119,0.4062705,-0.1422937,0.7987182,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
784,20.86401,left,0.689248,0.003433958,0.05606258,0.4324024,-0.0350633,0.03121422,0.9004579,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
784,20.86401,right,0.8450472,-0.1859189,0.07757068,0.4261253,0.4016903,-0.1360191,0.7991,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
785,20.92116,left,0.700814,0.007061675,0.08167613,0.4308873,-0.008180533,0.04443041,0.9012742,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
785,20.92116,right,0.8426798,-0.1835641,0.07666743,0.4331845,0.3975315,-0.1355075,0.7974695,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
786,20.95099,left,0.709735,0.01126359,0.1041869,0.4282981,-0.0006342959,0.0654273,0.9012656,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
786,20.95099,right,0.8402488,-0.1817863,0.07393849,0.4356818,0.3968167,-0.1394101,0.7957906,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
787,20.98693,left,0.7176803,0.02165769,0.1275094,0.4309684,-0.009681338,0.09503078,0.8972969,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
787,20.98693,right,0.8375226,-0.178565,0.07176232,0.4410292,0.3918794,-0.1394916,0.7952772,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
788,21.02888,left,0.7261989,0.03584825,0.1523106,0.43165,-0.02942502,0.1240892,0.8929806,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
788,21.02888,right,0.8314202,-0.1719826,0.07116985,0.4514576,0.3880971,-0.1405712,0.7910792,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
789,21.07082,left,0.733191,0.06089239,0.1830144,0.4348485,-0.05671358,0.1693053,0.8826245,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
789,21.07082,right,0.8221798,-0.1606595,0.06962371,0.4659174,0.3906079,-0.1502308,0.7796007,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
790,21.0979,left,0.7335785,0.07847668,0.195315,0.4389665,-0.08300611,0.1962193,0.8728783,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
790,21.0979,right,0.8158334,-0.1519886,0.07008445,0.4783711,0.3878274,-0.1531553,0.7728484,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
791,21.12231,left,0.7329295,0.1064563,0.2082288,0.4441748,-0.1182367,0.2306345,0.8576342,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
791,21.12231,right,0.8054224,-0.1351769,0.07224917,0.5018206,0.3847876,-0.1578016,0.7584282,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
792,21.14724,left,0.7295583,0.128799,0.2133909,0.4529412,-0.1364957,0.2492882,0.8450258,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
792,21.14724,right,0.7989722,-0.1242717,0.07577229,0.5172403,0.3847151,-0.1575792,0.7480812,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
793,21.17196,left,0.7243924,0.1526067,0.2145972,0.4645984,-0.1541452,0.2661508,0.8303922,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
793,21.17196,right,0.7932728,-0.1157455,0.07862759,0.5287576,0.3860399,-0.1581249,0.7391787,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
794,21.19629,left,0.7208171,0.1728899,0.2136229,0.476499,-0.1563952,0.272377,0.8211578,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
794,21.19629,right,0.7876191,-0.1100345,0.07835555,0.5347947,0.3858663,-0.1622782,0.734008,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
795,21.22001,left,0.7213406,0.1846331,0.2112387,0.4897548,-0.121425,0.2533363,0.8253587,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
795,21.22001,right,0.7826017,-0.1052206,0.07696509,0.5383674,0.3862615,-0.1684105,0.7297949,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
796,21.24352,left,0.7274935,0.187188,0.2051561,0.486863,-0.09103823,0.2275656,0.8383855,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
796,21.24352,right,0.7759184,-0.09917651,0.0762949,0.5428509,0.3879464,-0.1746753,0.724085,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
797,21.26687,left,0.7279575,0.187332,0.1942202,0.479518,-0.1171915,0.2254812,0.8399327,1,0,0,0.05,0.05,0.05,0,0,0,1,0.5,0.1
