frame,t,px,py,pz,qw,qx,qy,qz,jaw_open
437,40.84718,0,1.028611,1.318792,0, 1, 0, 0,1
438,40.88086,0,1.028611,1.318792,0, 1, 0, 0,1
439,40.94544,0,1.028611,1.318792,0, 1, 0, 0,1
440,41.0004,0,1.028611,1.318792,0, 1, 0, 0,1
441,41.0315,0,1.028611,1.318792,0, 1, 0, 0,1
442,41.06271,0,1.028611,1.318792,0, 1, 0, 0,1
443,41.10172,0,1.028611,1.318792,0, 1, 0, 0,1
444,41.13351,0,1.028611,1.318792,0, 1, 0, 0,1
445,41.16402,0,1.028611,1.318792,0, 1, 0, 0,1
446,41.19872,0,1.028611,1.318792,0, 1, 0, 0,1
447,41.23001,0,1.028611,1.318792,0, 1, 0, 0,1
448,41.26591,0,1.028611,1.318792,0, 1, 0, 0,1
449,41.29557,0,1.028611,1.318792,0, 1, 0, 0,1
450,41.32458,0,1.028611,1.318792,0, 1, 0, 0,1
