frame,t,px,py,pz,qw,qx,qy,qz,jaw_open
105,28.06606,0,0.1909167,0.4810976,0, 1, 0, 0,0
106,28.09815,0,0.1954558,0.4856367,0, 1, 0, 0,0
107,28.12928,0,0.1998586,0.4900395,0, 1, 0, 0,0
108,28.16068,0,0.2042989,0.4944798,0, 1, 0, 0,0
109,28.20387,0,0.2104071,0.5005879,0, 1, 0, 0,0
110,28.24674,0,0.216469,0.5066499,0, 1, 0, 0,0
111,28.2788,0,0.2210027,0.5111836,0, 1, 0, 0,0
112,28.3224,0,0.2271699,0.5173508,0, 1, 0, 0,0
113,28.38456,0,0.2359597,0.5261407,0, 1, 0, 0,0
114,28.45255,0,0.2455756,0.5357566,0, 1, 0, 0,0
115,28.51888,0,0.254956,0.545137,0, 1, 0, 0,0
116,28.57557,0,0.2629727,0.5531538,0, 1, 0, 0,0
117,28.64109,0,0.2722384,0.5624195,0, 1, 0, 0,0
118,28.67456,0,0.2769727,0.5671538,0, 1, 0, 0,0
119,28.70619,0,0.281446,0.5716271,0, 1, 0, 0,0
120,28.73837,0,0.2859966,0.5761777,0, 1, 0, 0,0
121,28.76962,0,0.2904161,0.5805972,0, 1, 0, 0,0
122,28.79798,0,0.2944266,0.5846077,0, 1, 0, 0,0
123,28.82702,0,0.2985337,0.5887148,0, 1, 0, 0,0
124,28.86948,0,0.3045385,0.5947196,0, 1, 0, 0,0
125,28.93379,0,0.3136335,0.6038146,0, 1, 0, 0,0
126,29.00085,0,0.3231163,0.6132975,0, 1, 0, 0,0
127,29.06536,0,0.3322397,0.6224209,0, 1, 0, 0,0
128,29.12455,0,0.340611,0.6307923,0, 1, 0, 0,0
129,29.17861,0,0.3482555,0.6384367,0, 1, 0, 0,0
130,29.21793,0,0.3538163,0.6439976,0, 1, 0, 0,0
131,29.26075,0,0.3598722,0.6500535,0, 1, 0, 0,0
132,29.29189,0,0.3642763,0.6544577,0, 1, 0, 0,0
133,29.32398,0,0.3688135,0.6589948,0, 1, 0, 0,0
134,29.36237,0,0.3742436,0.6644249,0, 1, 0, 0,0
135,29.39737,0,0.3791935,0.6693748,0, 1, 0, 0,0
136,29.43151,0,0.3840218,0.6742032,0, 1, 0, 0,0
137,29.47682,0,0.3904285,0.6806097,0, 1, 0, 0,0
138,29.53463,0,0.3986038,0.6887851,0, 1, 0, 0,0
139,29.56482,0,0.4028737,0.6930549,0, 1, 0, 0,0
140,29.60538,0,0.4086098,0.698791,0, 1, 0, 0,0
141,29.64789,0,0.4146213,0.7048025,0, 1, 0, 0,0
142,29.70646,0,0.422905,0.7130862,0, 1, 0, 0,0
143,29.75478,0,0.4297387,0.7199199,0, 1, 0, 0,0
144,29.78513,0,0.4340301,0.7242113,0, 1, 0, 0,0
145,29.82318,0,0.4394119,0.729593,0, 1, 0, 0,0
146,29.85447,0,0.443836,0.7340171,0, 1, 0, 0,0
147,29.89488,0,0.4495516,0.7397326,0, 1, 0, 0,0
148,29.93583,0,0.4553422,0.7455232,0, 1, 0, 0,0
149,29.98077,0,0.4616979,0.751879,0, 1, 0, 0,0
150,30.01216,0,0.4661373,0.7563183,0, 1, 0, 0,0
151,30.0421,0,0.4703721,0.7605531,0, 1, 0, 0,0
152,30.07183,0,0.4745758,0.7647568,0, 1, 0, 0,0
153,30.11371,0,0.4804987,0.7706797,0, 1, 0, 0,0
154,30.15991,0,0.4870327,0.7772137,0, 1, 0, 0,0
155,30.18991,0,0.4912752,0.7814561,0, 1, 0, 0,0
156,30.21983,0,0.495506,0.785687,0, 1, 0, 0,0
157,30.25589,0,0.5006059,0.790787,0, 1, 0, 0,0
158,30.28715,0,0.5050271,0.7952082,0, 1, 0, 0,0
159,30.3261,0,0.5105349,0.8007159,0, 1, 0, 0,0
160,30.36781,0,0.5164344,0.8066155,0, 1, 0, 0,0
161,30.40371,0,0.5215108,0.8116919,0, 1, 0, 0,0
162,30.43513,0,0.5259545,0.8161355,0, 1, 0, 0,0
163,30.46666,0,0.530413,0.820594,0, 1, 0, 0,0
164,30.49589,0,0.5345467,0.8247277,0, 1, 0, 0,0
165,30.53028,0,0.5394105,0.8295914,0, 1, 0, 0,0
166,30.5664,0,0.544519,0.8346999,0, 1, 0, 0,0
167,30.59587,0,0.5486857,0.8388666,0, 1, 0, 0,0
168,30.63206,0,0.5538044,0.8439853,0, 1, 0, 0,0
169,30.6709,0,0.5592976,0.8494785,0, 1, 0, 0,0
170,30.70899,0,0.5646845,0.8548653,0, 1, 0, 0,0
171,30.7407,0,0.5691685,0.8593494,0, 1, 0, 0,0
172,30.77683,0,0.5742776,0.8644584,0, 1, 0, 0,0
173,30.80951,0,0.5788996,0.8690804,0, 1, 0, 0,0
174,30.84385,0,0.583757,0.8739378,0, 1, 0, 0,0
175,30.87363,0,0.587968,0.8781488,0, 1, 0, 0,0
176,30.90824,0,0.5928618,0.8830426,0, 1, 0, 0,0
177,30.94275,0,0.5977426,0.8879235,0, 1, 0, 0,0
178,30.97564,0,0.6023934,0.8925743,0, 1, 0, 0,0
179,31.01262,0,0.6076236,0.8978045,0, 1, 0, 0,0
180,31.04436,0,0.6121119,0.9022928,0, 1, 0, 0,0
181,31.08374,0,0.617682,0.9078629,0, 1, 0, 0,0
182,31.12354,0,0.623311,0.9134918,0, 1, 0, 0,0
183,31.1551,0,0.627773,0.9179538,0, 1, 0, 0,0
184,31.18851,0,0.632499,0.9226799,0, 1, 0, 0,0
185,31.22722,0,0.6379728,0.9281536,0, 1, 0, 0,0
186,31.25842,0,0.642386,0.9325669,0, 1, 0, 0,0
187,31.29001,0,0.6468535,0.9370344,0, 1, 0, 0,0
188,31.32565,0,0.6518931,0.9420739,0, 1, 0, 0,0
189,31.36731,0,0.6577841,0.947965,0, 1, 0, 0,0
190,31.4089,0,0.6636662,0.9538471,0, 1, 0, 0,0
191,31.44564,0,0.6688624,0.9590433,0, 1, 0, 0,0
192,31.47764,0,0.6733883,0.9635692,0, 1, 0, 0,0
193,31.50765,0,0.6776322,0.9678131,0, 1, 0, 0,0
194,31.54574,0,0.6830184,0.9731994,0, 1, 0, 0,0
195,31.58212,0,0.6881636,0.9783446,0, 1, 0, 0,0
196,31.61195,0,0.6923819,0.9825628,0, 1, 0, 0,0
197,31.64812,0,0.6974975,0.9876784,0, 1, 0, 0,0
198,31.68618,0,0.7028799,0.9930608,0, 1, 0, 0,0
199,31.71441,0,0.7068715,0.9970524,0, 1, 0, 0,0
200,31.74451,0,0.7111294,1.00131,0, 1, 0, 0,0
201,31.78623,0,0.7170289,1.00721,0, 1, 0, 0,0
202,31.84587,0,0.725463,1.015644,0, 1, 0, 0,0
203,31.89622,0,0.7325845,1.022765,0, 1, 0, 0,0
204,31.93838,0,0.7385457,1.028727,0, 1, 0, 0,0
205,31.98029,0,0.7444733,1.034654,0, 1, 0, 0,0
206,32.01839,0,0.7498613,1.040042,0, 1, 0, 0,0
207,32.06562,0,0.7565408,1.046722,0, 1, 0, 0,0
208,32.106,0,0.7622514,1.052432,0, 1, 0, 0,0
209,32.13519,0,0.7663789,1.05656,0, 1, 0, 0,0
210,32.17018,0,0.7713277,1.061509,0, 1, 0, 0,0
211,32.20583,0,0.7763699,1.066551,0, 1, 0, 0,0
212,32.23529,0,0.780536,1.070717,0, 1, 0, 0,0
213,32.27349,0,0.7859379,1.076119,0, 1, 0, 0,0
214,32.30768,0,0.790773,1.080954,0, 1, 0, 0,0
215,32.34599,0,0.7961905,1.086371,0, 1, 0, 0,0
216,32.39944,0,0.8037497,1.093931,0, 1, 0, 0,0
217,32.45253,0,0.8112587,1.10144,0, 1, 0, 0,0
218,32.49388,0,0.8171054,1.107286,0, 1, 0, 0,0
219,32.55749,0,0.8261017,1.116283,0, 1, 0, 0,0
220,32.61907,0,0.8348107,1.124992,0, 1, 0, 0,0
221,32.68229,0,0.8437502,1.133931,0, 1, 0, 0,0
222,32.7333,0,0.8509644,1.141145,0, 1, 0, 0,0
223,32.76381,0,0.8552788,1.14546,0, 1, 0, 0,0
224,32.80749,0,0.8614563,1.151637,0, 1, 0, 0,0
225,32.8545,0,0.8681057,1.158286,0, 1, 0, 0,0
226,32.90173,0,0.8747846,1.164965,0, 1, 0, 0,0
227,32.9342,0,0.8793762,1.169557,0, 1, 0, 0,0
228,32.96457,0,0.883671,1.173851,0, 1, 0, 0,0
229,32.99331,0,0.8877352,1.177916,0, 1, 0, 0,0
230,33.02425,0,0.8921105,1.182291,0, 1, 0, 0,0
231,33.06553,0,0.8979498,1.18813,0, 1, 0, 0,0
232,33.10575,0,0.9036373,1.193818,0, 1, 0, 0,0
233,33.15191,0,0.9101648,1.200345,0, 1, 0, 0,0
234,33.18823,0,0.9153019,1.205482,0, 1, 0, 0,0
235,33.23065,0,0.9213005,1.211481,0, 1, 0, 0,0
236,33.27814,0,0.9280177,1.218198,0, 1, 0, 0,0
237,33.34151,0,0.9369785,1.227159,0, 1, 0, 0,0
238,33.40796,0,0.9463764,1.236557,0, 1, 0, 0,0
239,33.44184,0,0.9511678,1.241349,0, 1, 0, 0,0
240,33.47523,0,0.9558904,1.246071,0, 1, 0, 0,0
241,33.50698,0,0.96038,1.250561,0, 1, 0, 0,0
242,33.53632,0,0.9645292,1.25471,0, 1, 0, 0,0
243,33.56364,0,0.9683931,1.258574,0, 1, 0, 0,0
244,33.60329,0,0.9739996,1.26418,0, 1, 0, 0,0
245,33.65897,0,0.981874,1.272055,0, 1, 0, 0,0
246,33.69027,0,0.9863,1.276481,0, 1, 0, 0,0
247,33.71818,0,0.9902474,1.280428,0, 1, 0, 0,0
248,33.76046,0,0.9962272,1.286408,0, 1, 0, 0,0
249,33.78888,0,1.000247,1.290427,0, 1, 0, 0,0
250,33.81768,0,1.00432,1.294501,0, 1, 0, 0,0
251,33.86102,0,1.010448,1.300629,0, 1, 0, 0,0
252,33.91055,0,1.017453,1.307634,0, 1, 0, 0,0
253,33.96169,0,1.024686,1.314867,0, 1, 0, 0,0
254,33.98945,0,1.028611,1.318792,0, 1, 0, 0,0
255,34.01927,0,1.028611,1.318792,0, 1, 0, 0,0
256,34.06892,0,1.028611,1.318792,0, 1, 0, 0,0
257,34.0981,0,1.028611,1.318792,0, 1, 0, 0,0
258,34.13446,0,1.028611,1.318792,0, 1, 0, 0,0
259,34.16489,0,1.028611,1.318792,0, 1, 0, 0,0
260,34.20316,0,1.028611,1.318792,0, 1, 0, 0,0
261,34.24574,0,1.028611,1.318792,0, 1, 0, 0,0
262,34.2733,0,1.028611,1.318792,0, 1, 0, 0,0
263,34.30248,0,1.028611,1.318792,0, 1, 0, 0,0
264,34.33988,0,1.028611,1.318792,0, 1, 0, 0,0
265,34.37041,0,1.028611,1.318792,0, 1, 0, 0,0
266,34.39914,0,1.028611,1.318792,0, 1, 0, 0,0
267,34.42651,0,1.028611,1.318792,0, 1, 0, 0,0
268,34.46069,0,1.028611,1.318792,0, 1, 0, 0,0
269,34.48734,0,1.028611,1.318792,0, 1, 0, 0,0
270,34.52773,0,1.028611,1.318792,0, 1, 0, 0,0
271,34.5573,0,1.028611,1.318792,0, 1, 0, 0,0
272,34.58426,0,1.028611,1.318792,0, 1, 0, 0,0
273,34.61233,0,1.028611,1.318792,0, 1, 0, 0,0
274,34.65638,0,1.028611,1.318792,0, 1, 0, 0,0
275,34.69539,0,1.028611,1.318792,0, 1, 0, 0,0
276,34.72477,0,1.028611,1.318792,0, 1, 0, 0,0
277,34.75706,0,1.028611,1.318792,0, 1, 0, 0,0
278,34.79038,0,1.028611,1.318792,0, 1, 0, 0,0
279,34.82964,0,1.028611,1.318792,0, 1, 0, 0,0
280,34.86213,0,1.028611,1.318792,0, 1, 0, 0,0
281,34.89512,0,1.028611,1.318792,0, 1, 0, 0,0
282,34.93625,0,1.028611,1.318792,0, 1, 0, 0,0
283,34.96936,0,1.028611,1.318792,0, 1, 0, 0,0
284,35.01069,0,1.028611,1.318792,0, 1, 0, 0,0
285,35.05126,0,1.028611,1.318792,0, 1, 0, 0,0
286,35.09639,0,1.028611,1.318792,0, 1, 0, 0,1
287,35.13808,0,1.028611,1.318792,0, 1, 0, 0,1
288,35.16997,0,1.028611,1.318792,0, 1, 0, 0,1
289,35.19923,0,1.028611,1.318792,0, 1, 0, 0,1
290,35.23606,0,1.028611,1.318792,0, 1, 0, 0,1
291,35.27802,0,1.028611,1.318792,0, 1, 0, 0,1
292,35.30545,0,1.028611,1.318792,0, 1, 0, 0,1
293,35.33245,0,1.028611,1.318792,0, 1, 0, 0,1
294,35.36997,0,1.028611,1.318792,0, 1, 0, 0,1
295,35.39633,0,1.028611,1.318792,0, 1, 0, 0,1
296,35.43621,0,1.028611,1.318792,0, 1, 0, 0,1
297,35.48262,0,1.028611,1.318792,0, 1, 0, 0,1
298,35.51368,0,1.028611,1.318792,0, 1, 0, 0,1
299,35.54864,0,1.028611,1.318792,0, 1, 0, 0,1
300,35.58986,0,1.028611,1.318792,0, 1, 0, 0,1
301,35.63817,0,1.028611,1.318792,0, 1, 0, 0,1
302,35.68256,0,1.028611,1.318792,0, 1, 0, 0,1
303,35.72491,0,1.028611,1.318792,0, 1, 0, 0,1
304,35.75536,0,1.028611,1.318792,0, 1, 0, 0,1
305,35.78386,0,1.028611,1.318792,0, 1, 0, 0,1
306,35.81297,0,1.028611,1.318792,0, 1, 0, 0,1
307,35.84362,0,1.028611,1.318792,0, 1, 0, 0,1
308,35.88313,0,1.028611,1.318792,0, 1, 0, 0,1
309,35.91994,0,1.028611,1.318792,0, 1, 0, 0,1
310,35.95721,0,1.028611,1.318792,0, 1, 0, 0,1
311,35.9908,0,1.028611,1.318792,0, 1, 0, 0,1
312,36.02795,0,1.028611,1.318792,0, 1, 0, 0,1
313,36.06142,0,1.028611,1.318792,0, 1, 0, 0,1
314,36.0937,0,1.028611,1.318792,0, 1, 0, 0,1
315,36.13446,0,1.028611,1.318792,0, 1, 0, 0,1
316,36.1703,0,1.028611,1.318792,0, 1, 0, 0,1
317,36.20087,0,1.028611,1.318792,0, 1, 0, 0,1
318,36.23181,0,1.028611,1.318792,0, 1, 0, 0,1
319,36.26647,0,1.028611,1.318792,0, 1, 0, 0,1
320,36.30373,0,1.028611,1.318792,0, 1, 0, 0,1
321,36.33537,0,1.028611,1.318792,0, 1, 0, 0,1
322,36.37774,0,1.028611,1.318792,0, 1, 0, 0,1
323,36.41039,0,1.028611,1.318792,0, 1, 0, 0,1
324,36.44799,0,1.028611,1.318792,0, 1, 0, 0,1
325,36.48256,0,1.028611,1.318792,0, 1, 0, 0,1
326,36.51548,0,1.028611,1.318792,0, 1, 0, 0,1
327,36.55436,0,1.028611,1.318792,0, 1, 0, 0,1
328,36.59794,0,1.028611,1.318792,0, 1, 0, 0,1
329,36.62924,0,1.028611,1.318792,0, 1, 0, 0,1
330,36.66669,0,1.028611,1.318792,0, 1, 0, 0,1
331,36.69909,0,1.028611,1.318792,0, 1, 0, 0,1
332,36.73244,0,1.028611,1.318792,0, 1, 0, 0,1
333,36.76531,0,1.028611,1.318792,0, 1, 0, 0,1
334,36.79638,0,1.028611,1.318792,0, 1, 0, 0,1
335,36.83492,0,1.028611,1.318792,0, 1, 0, 0,1
336,36.86985,0,1.028611,1.318792,0, 1, 0, 0,1
337,36.90646,0,1.028611,1.318792,0, 1, 0, 0,1
338,36.95233,0,1.028611,1.318792,0, 1, 0, 0,1
339,37.01025,0,1.028611,1.318792,0, 1, 0, 0,1
340,37.04442,0,1.028611,1.318792,0, 1, 0, 0,1
341,37.07694,0,1.028611,1.318792,0, 1, 0, 0,1
342,37.10837,0,1.028611,1.318792,0, 1, 0, 0,1
343,37.14598,0,1.028611,1.318792,0, 1, 0, 0,1
344,37.1865,0,1.028611,1.318792,0, 1, 0, 0,1
345,37.21813,0,1.028611,1.318792,0, 1, 0, 0,1
346,37.24948,0,1.028611,1.318792,0, 1, 0, 0,1
347,37.28487,0,1.028611,1.318792,0, 1, 0, 0,1
348,37.31714,0,1.028611,1.318792,0, 1, 0, 0,1
349,37.34877,0,1.028611,1.318792,0, 1, 0, 0,1
350,37.38182,0,1.028611,1.318792,0, 1, 0, 0,1
351,37.41368,0,1.028611,1.318792,0, 1, 0, 0,1
352,37.44669,0,1.028611,1.318792,0, 1, 0, 0,1
353,37.487,0,1.028611,1.318792,0, 1, 0, 0,1
354,37.53052,0,1.028611,1.318792,0, 1, 0, 0,1
355,37.56252,0,1.028611,1.318792,0, 1, 0, 0,1
356,37.60344,0,1.028611,1.318792,0, 1, 0, 0,1
357,37.64705,0,1.028611,1.318792,0, 1, 0, 0,1
358,37.68619,0,1.028611,1.318792,0, 1, 0, 0,1
359,37.71658,0,1.028611,1.318792,0, 1, 0, 0,1
360,37.75834,0,1.028611,1.318792,0, 1, 0, 0,1
361,37.79075,0,1.028611,1.318792,0, 1, 0, 0,1
362,37.83096,0,1.028611,1.318792,0, 1, 0, 0,1
363,37.86652,0,1.028611,1.318792,0, 1, 0, 0,1
364,37.91517,0,1.028611,1.318792,0, 1, 0, 0,1
365,37.94803,0,1.028611,1.318792,0, 1, 0, 0,1
366,37.98333,0,1.028611,1.318792,0, 1, 0, 0,1
367,38.02258,0,1.028611,1.318792,0, 1, 0, 0,1
368,38.05243,0,1.028611,1.318792,0, 1, 0, 0,1
369,38.08851,0,1.028611,1.318792,0, 1, 0, 0,1
370,38.11886,0,1.028611,1.318792,0, 1, 0, 0,1
371,38.15002,0,1.028611,1.318792,0, 1, 0, 0,1
372,38.18151,0,1.028611,1.318792,0, 1, 0, 0,1
373,38.21645,0,1.028611,1.318792,0, 1, 0, 0,1
374,38.2588,0,1.028611,1.318792,0, 1, 0, 0,1
375,38.29005,0,1.028611,1.318792,0, 1, 0, 0,1
376,38.32016,0,1.028611,1.318792,0, 1, 0, 0,1
377,38.35482,0,1.028611,1.318792,0, 1, 0, 0,1
378,38.3835,0,1.028611,1.318792,0, 1, 0, 0,1
379,38.42181,0,1.028611,1.318792,0, 1, 0, 0,1
380,38.45778,0,1.028611,1.318792,0, 1, 0, 0,1
381,38.4872,0,1.028611,1.318792,0, 1, 0, 0,1
382,38.52384,0,1.028611,1.318792,0, 1, 0, 0,1
383,38.55891,0,1.028611,1.318792,0, 1, 0, 0,1
384,38.60011,0,1.028611,1.318792,0, 1, 0, 0,1
385,38.6311,0,1.028611,1.318792,0, 1, 0, 0,1
386,38.6726,0,1.028611,1.318792,0, 1, 0, 0,1
387,38.71534,0,1.028611,1.318792,0, 1, 0, 0,1
388,38.74578,0,1.028611,1.318792,0, 1, 0, 0,1
389,38.7808,0,1.028611,1.318792,0, 1, 0, 0,1
390,38.81078,0,1.028611,1.318792,0, 1, 0, 0,1
391,38.84025,0,1.028611,1.318792,0, 1, 0, 0,1
392,38.87098,0,1.028611,1.318792,0, 1, 0, 0,1
393,38.90125,0,1.028611,1.318792,0, 1, 0, 0,1
394,38.94698,0,1.028611,1.318792,0, 1, 0, 0,1
395,38.97847,0,1.028611,1.318792,0, 1, 0, 0,1
396,39.01276,0,1.028611,1.318792,0, 1, 0, 0,1
397,39.04557,0,1.028611,1.318792,0, 1, 0, 0,1
398,39.08496,0,1.028611,1.318792,0, 1, 0, 0,1
399,39.11869,0,1.028611,1.318792,0, 1, 0, 0,1
400,39.1516,0,1.028611,1.318792,0, 1, 0, 0,1
401,39.18272,0,1.028611,1.318792,0, 1, 0, 0,1
402,39.21453,0,1.028611,1.318792,0, 1, 0, 0,1
403,39.24547,0,1.028611,1.318792,0, 1, 0, 0,1
404,39.27839,0,1.028611,1.318792,0, 1, 0, 0,1
405,39.32712,0,1.028611,1.318792,0, 1, 0, 0,1
406,39.36015,0,1.028611,1.318792,0, 1, 0, 0,1
407,39.39754,0,1.028611,1.318792,0, 1, 0, 0,1
408,39.42616,0,1.028611,1.318792,0, 1, 0, 0,1
409,39.46579,0,1.028611,1.318792,0, 1, 0, 0,1
410,39.50673,0,1.028611,1.318792,0, 1, 0, 0,1
411,39.56279,0,1.028611,1.318792,0, 1, 0, 0,1
412,39.62806,0,1.028611,1.318792,0, 1, 0, 0,1
413,39.69308,0,1.028611,1.318792,0, 1, 0, 0,1
414,39.75361,0,1.028611,1.318792,0, 1, 0, 0,1
415,39.82257,0,1.028611,1.318792,0, 1, 0, 0,1
416,39.8911,0,1.028611,1.318792,0, 1, 0, 0,1
417,39.94991,0,1.028611,1.318792,0, 1, 0, 0,1
418,40.00957,0,1.028611,1.318792,0, 1, 0, 0,1
419,40.07374,0,1.028611,1.318792,0, 1, 0, 0,1
420,40.11416,0,1.028611,1.318792,0, 1, 0, 0,1
421,40.15673,0,1.028611,1.318792,0, 1, 0, 0,1
422,40.1865,0,1.028611,1.318792,0, 1, 0, 0,1
423,40.21961,0,1.028611,1.318792,0, 1, 0, 0,1
424,40.25116,0,1.028611,1.318792,0, 1, 0, 0,1
425,40.31147,0,1.028611,1.318792,0, 1, 0, 0,1
426,40.38158,0,1.028611,1.318792,0, 1, 0, 0,1
427,40.45212,0,1.028611,1.318792,0, 1, 0, 0,1
428,40.5028,0,1.028611,1.318792,0, 1, 0, 0,1
429,40.53332,0,1.028611,1.318792,0, 1, 0, 0,1
430,40.57782,0,1.028611,1.318792,0, 1, 0, 0,1
431,40.61441,0,1.028611,1.318792,0, 1, 0, 0,1
432,40.65372,0,1.028611,1.318792,0, 1, 0, 0,1
433,40.69439,0,1.028611,1.318792,0, 1, 0, 0,1
434,40.73173,0,1.028611,1.318792,0, 1, 0, 0,1
435,40.76128,0,1.028611,1.318792,0, 1, 0, 0,1
436,40.80603,0,1.028611,1.318792,0, 1, 0, 0,1
